source_id,tier,method,url,program_names,selector,render_js,last_success,consecutive_failures,last_attempt,signal,notes
garda-careers,3,page_text,https://www.gardacp.com/careers/,Garda Capital Partners,,false,2026-09-21T14:00:58+00:00,0,2026-09-21T14:00:58+00:00,high,"Verified 2026-09-11: 5,287 chars. Six internships live, including SWE Intern (NY) and Trading Analyst Intern across Credit/Mortgages/Rates."
gresearch-careers,3,page_text,https://www.gresearch.com/careers/,G-Research,,false,2026-09-21T14:00:58+00:00,0,2026-09-21T14:00:58+00:00,high,"Firm is on no public ATS. Verified 2026-09-11: 1,801 chars of text."
group1-careers,3,page_text,https://group1.com/careers/,Group One Trading,,false,2026-09-21T14:00:58+00:00,0,2026-09-21T14:00:58+00:00,high,"Verified 2026-09-11: 3,990 chars. Trading Analyst Intern and Software Developer Intern. Also advertises a STANFORD CAREER FAIR on 6 Oct 2026 - see calendar_reminders."
gsr-careers,3,page_text,https://www.gsr.io/careers,GSR Markets,,false,2026-09-21T14:00:58+00:00,0,2026-09-21T14:00:58+00:00,low,"Firm is on no public ATS. Verified 2026-09-11: 5,216 chars of text. CORRECTED 2026-09-12: the 'no public ATS' claim above is false -- gsr-greenhouse watches the real board, found by a domain-anchored fingerprint probe. This page_text row is kept because the page may still carry programme detail the board rows do not state; retire it if it proves redundant."
gts-careers,3,page_text,https://careers-gtsx.icims.com/jobs/search?ss=1&in_iframe=1,GTS,,false,2026-09-21T14:00:58+00:00,0,2026-09-21T14:00:58+00:00,high,"Firm is on no public ATS. Verified 2026-09-11: 18,734 chars of text. Correction 2026-09-16: ""no public ATS"" was false. GTS is on iCIMS at careers-gtsx.icims.com, linked from the careers page as a button; the project does not fingerprint iCIMS, so the discovery probe never saw it. Re-pointed at the board itself, which is vendor-hosted (CNAME wildcard.cloud.icims.tools) and so outside the WAF that was returning 403 to the Actions runner on gtsx.com. The in_iframe=1 parameter is load-bearing: without it the response is the WordPress wrapper, 2,877 chars at ratio 0.017. With it, 10,156 chars at 0.241, including ""Quantitative Trader - 2027 Graduates""."
harvard-undergraduate-trading,3,page_text,https://www.huqt.com/,Harvard Undergraduate Trading Competition,,false,2026-09-21T14:00:58+00:00,0,2026-09-21T14:00:58+00:00,high,"Probed 2026-09-06: 200, 1654 chars of text over plain HTTP, no robots.txt. Use huqt.com - the article's harvarduqt.com/competition redirects to a 404."
headlands-careers,3,page_text,https://www.headlandstech.com/careers/,Headlands Technologies,,false,2026-09-21T14:00:58+00:00,0,2026-09-21T14:00:58+00:00,high,"Firm is on no public ATS. Verified 2026-09-11: 28,067 chars of text. CORRECTED 2026-09-12: the 'no public ATS' claim above is false -- headlands-greenhouse watches the real board, found by a domain-anchored fingerprint probe. This page_text row is kept because the page may still carry programme detail the board rows do not state; retire it if it proves redundant."
hedgewest-sf-meetup-series,3,page_text,https://hedgewestsf.org/,HedgeWest SF Meetup Series,,false,2026-09-21T14:00:58+00:00,0,2026-09-21T14:00:58+00:00,high,"Probed 2026-09-06: 200, 837 chars of text over plain HTTP."
hrt-careers,3,page_text,https://www.hudsonrivertrading.com/careers/?_departments=internships,Hudson River Trading,,false,2026-09-21T14:00:58+00:00,0,2026-09-21T14:00:58+00:00,high,"HRT is on no public ATS. Verified 2026-09-11: 5,598 chars of text. CORRECTED 2026-09-12: the 'no public ATS' claim above is false -- hrt-greenhouse watches the real board, found by a domain-anchored fingerprint probe. This page_text row is kept because the page may still carry programme detail the board rows do not state; retire it if it proves redundant."
hrt-student-opportunities,3,page_text,https://www.hudsonrivertrading.com/student-opportunities/,HRT Inside HRT,,false,2026-09-21T14:00:58+00:00,0,2026-09-21T14:00:58+00:00,high,"Programme page. Carries Inside HRT, a three-day programme for FIRST and second-year students - the eligibility band this owner is actually in. Verified 2026-09-11: 13,510 chars. CORRECTED 2026-09-12: the 'no public ATS' claim above is false -- hrt-greenhouse watches the real board, found by a domain-anchored fingerprint probe. This page_text row is kept because the page may still carry programme detail the board rows do not state; retire it if it proves redundant."
iaqf-academic-paper-competition,3,page_text,https://www.iaqf.org/upcoming-events,IAQF Academic Paper Competition,,false,2026-09-21T14:00:58+00:00,0,2026-09-21T14:00:58+00:00,high,"Probed 2026-09-06: 200, 8194 chars of text over plain HTTP."
imc-launchpad-us,3,page_text,https://www.imc.com/us/careers/students-graduates/programs/launchpad,IMC Launchpad (US),,false,2026-09-21T14:00:58+00:00,0,2026-09-21T14:00:58+00:00,high,"Probed 2026-09-06: 200, 2450 chars of text over plain HTTP."
janestreet-bridge,3,page_text,https://www.janestreet.com/join-jane-street/programs-and-events/bridge/,Jane Street Bridge,,false,2026-09-21T14:00:58+00:00,0,2026-09-21T14:00:58+00:00,high,"Programme page for first- and second-years. Verified 2026-09-11: 4,111 chars."
janestreet-fttp,3,page_text,https://www.janestreet.com/join-jane-street/programs-and-events/fttp/,Jane Street FTTP,,false,2026-09-21T14:00:58+00:00,0,2026-09-21T14:00:58+00:00,high,"Programme page, not the board. Jane Street's Greenhouse board has no FTTP listing at all, and this page carries the apply button. Rolling review. Verified 2026-09-11: 3,393 chars."
janestreet-insight,3,page_text,https://www.janestreet.com/join-jane-street/programs-and-events/insight/,Jane Street INSIGHT,,false,2026-09-21T14:00:58+00:00,0,2026-09-21T14:00:58+00:00,high,"Programme page for INSIGHT, Jane Street's first-year programme. Verified 2026-09-11: 4,780 chars."
janestreet-internships,3,page_text,https://www.janestreet.com/join-jane-street/internships/,Jane Street internships,,false,2026-09-21T14:00:58+00:00,0,2026-09-21T14:00:58+00:00,high,"Verified 2026-09-11: 5,956 chars."
janestreet-programs,3,page_text,https://www.janestreet.com/join-jane-street/programs-and-events/,Jane Street programs and events,,false,2026-09-21T14:00:58+00:00,0,2026-09-21T14:00:58+00:00,high,"Index of every Jane Street programme; catches a new one appearing. Verified 2026-09-11: 5,997 chars."
kore-careers,3,page_text,https://www.koretrading.com/front-page/careers/,Kore Trading,,false,2026-09-21T14:00:58+00:00,0,2026-09-21T14:00:58+00:00,medium,"Firm is on no public ATS. Verified 2026-09-11: 1,485 chars of text."
lynx-teamtailor,3,page_text,https://careers.lynxhedge.se/jobs.json,Lynx Asset Management,,false,2026-09-21T14:00:58+00:00,0,2026-09-21T14:00:58+00:00,medium,"Verified 2026-09-11: Teamtailor JSON feed, 17,592 chars, ratio 0.993. Tags a Hackathon 2026 row as [Student Opportunity]."
marquette-careers,3,page_text,https://www.marquettepartnersholdingsllc.com/careers,Marquette Partners,,false,2026-09-21T14:00:58+00:00,0,2026-09-21T14:00:58+00:00,low,"Verified 2026-09-11: 4,406 chars. Experienced only today."
mit-battlecode-2027,3,page_text,https://battlecode.org/,MIT Battlecode 2027,,false,2026-09-21T14:00:58+00:00,0,2026-09-21T14:00:58+00:00,high,"Probed: HTTP 200, 1,627 chars of visible text over plain HTTP, no robots.txt. Home page carries the live season banner ('Battlecode 2026 ended on January 31st, 2026!'), so a text diff should catch the 2027 announcement."
open-source-quantitative-finance,3,page_text,https://osqf.org/,Open Source Quantitative Finance Conference,,false,2026-09-21T14:00:58+00:00,0,2026-09-21T14:00:58+00:00,high,"Probed 2026-09-06: 200, 1966 chars of text over plain HTTP."
optiver-futurefocus,3,page_text,https://www.optiver.com/join-us/students/programs/futurefocus/,Optiver FutureFocus,,false,2026-09-21T14:00:58+00:00,0,2026-09-21T14:00:58+00:00,high,"Programme page for FutureFocus, Optiver's five-day discovery programme, which the page states is for FIRST and second-year students. Renamed and re-pointed 2026-09-11: the old id and URL (optiver-futurefocus-chicago-2026, /recruitment-events/futurefocus-chicago) baked in a city and a year, and the old URL now 301s here. Verified 2026-09-11: 4,591 chars. Note the page states no graduation-year window, only 'first and second-year', so eligibility cannot be confirmed from it the way Susquehanna's postings can - read the application itself before trusting the label."
optiver-ready-trader,3,page_text,https://readytradergo.optiver.com/,Optiver Ready Trader Go,,false,2026-09-21T14:00:58+00:00,0,2026-09-21T14:00:58+00:00,high,"PHASE 3. Verified: 200, ~1KB of text over plain HTTP, no JS needed."
optiver-students,3,page_text,https://optiver.com/working-at-optiver/career-opportunities/?level=student,Optiver student opportunities,,false,2026-09-21T14:00:58+00:00,0,2026-09-21T14:00:58+00:00,high,"Verified 2026-09-11: 2,349 chars. Optiver's Greenhouse board (optiverprivate) is small, so the student page is the better signal."
pokerbots,3,page_text,https://pokerbots.org/,MIT Pokerbots,,false,2026-09-21T14:00:58+00:00,0,2026-09-21T14:00:58+00:00,high,"PHASE 3. Verified: 200, ~6.2KB of text over plain HTTP, no JS needed. Needs a selector - the page retains announcement banners from 2023-2026 in the markup."
quantbot-careers,3,page_text,https://www.quantbot.com/careers/,Quantbot Technologies,,false,2026-09-21T14:00:58+00:00,0,2026-09-21T14:00:58+00:00,medium,"Firm is on no public ATS. Verified 2026-09-11: 751 chars of text. CORRECTED 2026-09-12: the 'no public ATS' claim above is false -- quantbot-greenhouse watches the real board, found by a domain-anchored fingerprint probe. This page_text row is kept because the page may still carry programme detail the board rows do not state; retire it if it proves redundant."
rentec-careers,3,page_text,https://www.rentec.com/careers,Renaissance Technologies,,false,2026-09-21T14:00:58+00:00,0,2026-09-21T14:00:58+00:00,high,"Firm is on no public ATS. Verified 2026-09-11: 1,380 chars of text."
rokos-careers,3,page_text,https://www.rokoscapital.com/careers,Rokos Capital,,false,2026-09-21T14:00:58+00:00,0,2026-09-21T14:00:58+00:00,low,Firm is on no public ATS. Verified 2026-09-11: 620 chars of text. Close to the 500-char floor; a redesign will trip the shrink guard rather than go quiet.
stevens-high-frequency-trading,3,page_text,https://www.stevens.edu/page-basic/2026-stevens-high-frequency-trading-competition,Stevens High Frequency Trading Competition 2026,,false,2026-09-21T14:00:58+00:00,0,2026-09-21T14:00:58+00:00,high,"Probed 2026-09-06: 200, 10400 chars of text over plain HTTP, robots.txt allows. Cleanly pollable."
teza-careers,3,page_text,https://www.teza.com/careers/,Teza Technologies,,false,2026-09-21T14:00:58+00:00,0,2026-09-21T14:00:58+00:00,medium,"Firm is on no public ATS. Verified 2026-09-11: 8,134 chars of text. CORRECTED 2026-09-12: the 'no public ATS' claim above is false -- teza-ashby watches the real board, found by a domain-anchored fingerprint probe. This page_text row is kept because the page may still carry programme detail the board rows do not state; retire it if it proves redundant."
tgs-join-our-team,3,page_text,https://www.tgsmc.com/join-our-team/,TGS Management,,false,2026-09-21T14:00:58+00:00,0,2026-09-21T14:00:58+00:00,low,"Verified 2026-09-11: 1,977 chars. The Lever slug `tgsmc` resolves but returns an empty list, so the page is the only non-alerting surface."
tradebot-students,3,page_text,https://www.tradebot.com/careers/students,Tradebot Systems,,false,2026-09-21T14:00:58+00:00,0,2026-09-21T14:00:58+00:00,medium,"Firm is on no public ATS. Verified 2026-09-11: 1,253 chars of text."
trexquant-students,3,page_text,https://trexquant.com/careers/students,Trexquant,,false,2026-09-21T14:00:58+00:00,0,2026-09-21T14:00:58+00:00,medium,Firm is on no public ATS. Verified 2026-09-11: 891 chars of text.
twosigma-campus,3,page_text,https://careers.twosigma.com/careers/OpenRoles/,Two Sigma,,false,2026-09-21T14:00:58+00:00,0,2026-09-21T14:00:58+00:00,high,"Re-pointed 2026-09-12: the old /careers/students/ url 301'd to the generic /careers/ page and had been reporting success from it. The internships page is the real replacement (9,509 chars, 29 'intern' mentions). No public vendor ATS -- careers.twosigma.com is a custom board with no Greenhouse/Lever/Ashby fingerprint. Correction 2026-09-16: ""no public vendor ATS"" was wrong in its conclusion though right that there is no Greenhouse/Lever/Ashby fingerprint -- careers.twosigma.com is Avature (CNAME portaltwosigma.avature.net), a vendor ATS this project does not fingerprint. Re-pointed to its OpenRoles listing: 2,676 chars at ratio 0.024, including ""AI Research Scientist - Intern [2027 Summer]"". Vendor-hosted, so outside the WAF that 403s the runner on www.twosigma.com (WP Engine)."
vector-roles,3,page_text,https://vectortrading.com/data/roles.json,Vector Trading (Chicago),,false,2026-09-21T14:00:58+00:00,0,2026-09-21T14:00:58+00:00,low,"Verified 2026-09-11: The firm's own roles.json, 5 roles, 11,367 chars. 0 student today. Note vectortrading.io and Ashby `vector` are different companies entirely."
verition-careers,3,page_text,https://www.verition.com/careers,Verition Fund Management,,false,2026-09-21T14:00:58+00:00,0,2026-09-21T14:00:58+00:00,medium,"Firm is on no public ATS. Verified 2026-09-11: 11,469 chars of text. CORRECTED 2026-09-12: the 'no public ATS' claim above is false -- verition-greenhouse watches the real board, found by a domain-anchored fingerprint probe. This page_text row is kept because the page may still carry programme detail the board rows do not state; retire it if it proves redundant."
volant-careers,3,page_text,https://volanttrading.com/,Volant Trading,,false,2026-09-21T14:00:58+00:00,0,2026-09-21T14:00:58+00:00,low,"Verified 2026-09-11: 2,245 chars. Entry-level roles are Hong Kong only today."
voloridge-join-our-team,3,page_text,https://www.voloridge.com/join-our-team,Voloridge Ascend Program,,false,2026-09-21T14:00:58+00:00,0,2026-09-21T14:00:58+00:00,high,"Verified 2026-09-11: 9,393 chars. Kept alongside the board because it carries the Ascend eligibility text and cohort size (20 places); board rows carry the posting only."
wincent-careers,3,page_text,https://www.wincent.com/careers/,Wincent,,false,2026-09-21T14:00:58+00:00,0,2026-09-21T14:00:58+00:00,medium,"Firm is on no public ATS. Verified 2026-09-11: 11,076 chars of text."
wintermute-careers,3,page_text,https://www.wintermute.com/company/careers,Wintermute,,false,2026-09-21T14:00:58+00:00,0,2026-09-21T14:00:58+00:00,medium,"Firm is on no public ATS. Verified 2026-09-11: 14,346 chars of text."
wolverine-careers,3,page_text,https://careers.wolve.com/postings.json,Wolverine Trading,,false,2026-09-21T14:00:58+00:00,0,2026-09-21T14:00:58+00:00,medium,"Verified 2026-09-11: Pinpoint ATS JSON, 21 postings, 147,741 chars, ratio 0.99. Re-pointed from wolve.com/careers, which is 1,178 chars with zero student hits, and careers.wolve.com, which is a 317-char shell. Caveat: the feed embeds full HTML descriptions, so a reworded description will diff as changed text - if that turns noisy, write a small Pinpoint parser that keeps descriptions out of the snapshot the way the ATS methods do."
xtx-careers,3,page_text,https://www.xtxmarkets.com/careers/,XTX Markets,,false,2026-09-21T14:00:58+00:00,0,2026-09-21T14:00:58+00:00,high,"XTX is on no public ATS. Verified 2026-09-11: 13,750 chars of text. CORRECTED 2026-09-12: the 'no public ATS' claim above is false -- xtxmarkets-greenhouse watches the real board, found by a domain-anchored fingerprint probe. This page_text row is kept because the page may still carry programme detail the board rows do not state; retire it if it proves redundant."
zshah-2027,1,github_readme,zshah101/Automated-List-Of-Summer-2027-and-Fall-2026-Tech-Internships,zshah Summer 2027 / Fall 2026 Tech Internships,,false,2026-09-21T14:00:58+00:00,0,2026-09-21T14:00:58+00:00,low,"4,803 ATS endpoints polled every 30 min, 12 connectors, no LLM anywhere. Wide and large-firm-heavy like Simplify, so signal=low, but it carries a stated posting date and a visa/H-1B verdict neither of which we compute."
quantbot-greenhouse,2,greenhouse,quantbot-technologies,,,false,2026-09-21T14:00:58+00:00,0,2026-09-21T14:00:58+00:00,low,"Added 2026-09-12 by the audit that followed the owner's report that watched careers pages were not the real job boards. The quantbot-careers row's note claimed the firm was on no public ATS; it is not true. 7 postings, all 7 early-career: 'Quantitative Researcher Internship - 2027 [NY/London/HK]', 'Data Trading Analyst Summer Internship - 2027'."
verition-greenhouse,2,greenhouse,veritiongroupllc,,,false,2026-09-21T14:00:58+00:00,0,2026-09-21T14:00:58+00:00,low,"Added 2026-09-12 by the audit that followed the owner's report that watched careers pages were not the real job boards. The verition-careers row's note claimed the firm was on no public ATS; it is not true. 32 postings, 3 early-career ('2027 Investment/Technology/Platform Internship (US)'). Slug was only visible in a grnhse_app embed script on verition.com/open-positions."
eclipse-greenhouse,2,greenhouse,eclipsetrading,,,false,2026-09-21T14:00:58+00:00,0,2026-09-21T14:00:58+00:00,low,"Added 2026-09-12 by the audit that followed the owner's report that watched careers pages were not the real job boards. The eclipse-careers row's note claimed the firm was on no public ATS; it is not true. 18 postings, 4 early-career ('Graduate Trader | 2027 Intake'). Slug was only visible in a grnhse_app embed script on eclipsetrading.com/all-jobs/."
hrt-greenhouse,2,greenhouse,hrttalentcommunity,,,false,2026-09-21T14:00:58+00:00,0,2026-09-21T14:00:58+00:00,low,"Added 2026-09-12 by the audit that followed the owner's report that watched careers pages were not the real job boards. The hrt-careers / hrt-student-opportunities row's note claimed the firm was on no public ATS; it is not true. 3 postings, 2 early-career ('Campus Talent Community', 'FPGA Verification and Developer (Internships and Campus Full-time)'). Both HRT page_text rows claimed no public ATS."
xtxmarkets-greenhouse,2,greenhouse,xtxmarketstechnologies,,,false,2026-09-21T14:00:58+00:00,0,2026-09-21T14:00:58+00:00,low,"Added 2026-09-12 by the audit that followed the owner's report that watched careers pages were not the real job boards. The xtx-careers row's note claimed the firm was on no public ATS; it is not true. 10 postings, 1 early-career ('AI Research Internship - XTY Labs')."
headlands-greenhouse,2,greenhouse,headlandstechnologiesllc,,,false,2026-09-21T14:00:58+00:00,0,2026-09-21T14:00:58+00:00,low,"Added 2026-09-12 by the audit that followed the owner's report that watched careers pages were not the real job boards. The headlands-careers row's note claimed the firm was on no public ATS; it is not true. 7 postings, 1 early-career ('Quantitative Researcher - New Grad'). The page_text row stays: headlands-careers does enumerate roles inline."
tudor-greenhouse,2,greenhouse,tudorgroup,,,false,2026-09-21T14:00:58+00:00,0,2026-09-21T14:00:58+00:00,low,"Added 2026-09-12 by the audit that followed the owner's report that watched careers pages were not the real job boards. The tudor-careers row's note claimed the firm was on no public ATS; it is not true. 4 postings, 0 early-career today."
gsr-greenhouse,2,greenhouse,gsrmarkets,,,false,2026-09-21T14:00:58+00:00,0,2026-09-21T14:00:58+00:00,low,"Added 2026-09-12 by the audit that followed the owner's report that watched careers pages were not the real job boards. The gsr-careers row's note claimed the firm was on no public ATS; it is not true. 5 postings, 0 early-career today. Advertised on the EU host, but boards-api.eu.greenhouse.io does not resolve and the plain host serves the slug fine."
teza-ashby,2,ashby,teza-technologies,,,false,2026-09-21T14:00:58+00:00,0,2026-09-21T14:00:58+00:00,low,"Added 2026-09-12 by the audit that followed the owner's report that watched careers pages were not the real job boards. The teza-careers row's note claimed the firm was on no public ATS; it is not true. 9 postings, 0 early-career today."
eagleseven-workable,2,page_text,https://apply.workable.com/api/v1/widget/accounts/eagle-seven,,,false,2026-09-21T14:00:58+00:00,0,2026-09-21T14:00:58+00:00,low,"Added 2026-09-12 by the audit that followed the owner's report that watched careers pages were not the real job boards. The eagleseven-careers row's note claimed the firm was on no public ATS; it is not true. 5 postings. Watched as page_text on the Workable widget JSON, the same shape as the existing capula-workable row, because there is no workable method."
millennium-eightfold,2,eightfold,https://campusjobs.mlp.com/api/apply/v2/jobs?domain=mlp.com,,,false,2026-09-21T14:00:58+00:00,0,2026-09-21T14:00:58+00:00,low,"Added 2026-09-12. The largest hole the source audit found: millennium-students watched a careers page whose note said Millennium was on no public ATS, while this Eightfold board answers our own User-Agent with 59 campus postings (17 US), including '2027 Quantitative Researcher Intern, Austin' and '2027 Applied AI Engineer Intern, New York'. Descriptions are absent from the list payload, so posting bodies are fetched per changed row."
